config_id,rmse_overall,model
1,2.3354545306302223,extra_trees_without_target
2,2.3387323456556612,extra_trees_without_target
3,2.33192790578423,extra_trees_without_target
4,2.3318248600582336,extra_trees_without_target
5,2.341401912016533,extra_trees_without_target
