config_id,rmse_overall,model
1,2.3698776923671048,sfm_dynamic_fi
2,2.4015226083552417,sfm_dynamic_fi
3,2.4019850326584042,sfm_dynamic_fi
4,2.4019896778597647,sfm_dynamic_fi
5,2.515042014891585,sfm_dynamic_fi
