t,model,config_id,wrmse_window,window_len,active_idx,candidate_best_idx,gain_vs_incumbent,switched,selection_mode,policy_window,policy_decay
240,baseline_ma60,1,0.1675123385014639,1,1,1,0.0,False,decayed_best,24,0.97
241,baseline_ma60,1,0.12685976669383822,2,1,1,0.0,False,decayed_best,24,0.97
242,baseline_ma60,1,0.47825679278662586,3,1,1,0.0,False,decayed_best,24,0.97
243,baseline_ma60,1,0.8868053038380795,4,1,1,0.0,False,decayed_best,24,0.97
244,baseline_ma60,1,1.5421522471588922,5,1,1,0.0,False,decayed_best,24,0.97
245,baseline_ma60,1,1.4299517469627185,6,1,1,0.0,False,decayed_best,24,0.97
246,baseline_ma60,1,1.4775294341474916,7,1,1,0.0,False,decayed_best,24,0.97
247,baseline_ma60,1,1.4472911823027785,8,1,1,0.0,False,decayed_best,24,0.97
248,baseline_ma60,1,1.365773854707813,9,1,1,0.0,False,decayed_best,24,0.97
249,baseline_ma60,1,1.3463911425554052,10,1,1,0.0,False,decayed_best,24,0.97
250,baseline_ma60,1,1.2764101775186887,11,1,1,0.0,False,decayed_best,24,0.97
251,baseline_ma60,1,1.2355801252538166,12,1,1,0.0,False,decayed_best,24,0.97
252,baseline_ma60,1,1.3279377761788778,13,1,1,0.0,False,decayed_best,24,0.97
253,baseline_ma60,1,1.3827463349261082,14,1,1,0.0,False,decayed_best,24,0.97
254,baseline_ma60,1,1.410972535741651,15,1,1,0.0,False,decayed_best,24,0.97
255,baseline_ma60,1,1.3804207869756158,16,1,1,0.0,False,decayed_best,24,0.97
256,baseline_ma60,1,1.3413980767782046,17,1,1,0.0,False,decayed_best,24,0.97
257,baseline_ma60,1,1.292859904142635,18,1,1,0.0,False,decayed_best,24,0.97
258,baseline_ma60,1,1.2664919245123194,19,1,1,0.0,False,decayed_best,24,0.97
259,baseline_ma60,1,1.2841169798850292,20,1,1,0.0,False,decayed_best,24,0.97
260,baseline_ma60,1,1.2546168213377689,21,1,1,0.0,False,decayed_best,24,0.97
261,baseline_ma60,1,1.2170974677086226,22,1,1,0.0,False,decayed_best,24,0.97
262,baseline_ma60,1,1.1916325678802282,23,1,1,0.0,False,decayed_best,24,0.97
263,baseline_ma60,1,1.1631572285125682,24,1,1,0.0,False,decayed_best,24,0.97
264,baseline_ma60,1,1.1888405832176774,25,1,1,0.0,False,decayed_best,24,0.97
265,baseline_ma60,1,1.189132591077432,26,1,1,0.0,False,decayed_best,24,0.97
266,baseline_ma60,1,1.1873459870786434,27,1,1,0.0,False,decayed_best,24,0.97
267,baseline_ma60,1,1.226650365428814,28,1,1,0.0,False,decayed_best,24,0.97
268,baseline_ma60,1,1.1401777822386279,29,1,1,0.0,False,decayed_best,24,0.97
269,baseline_ma60,1,1.1835286825779934,30,1,1,0.0,False,decayed_best,24,0.97
270,baseline_ma60,1,1.132447839207231,31,1,1,0.0,False,decayed_best,24,0.97
271,baseline_ma60,1,1.106354151676149,32,1,1,0.0,False,decayed_best,24,0.97
