t,model,config_id,wrmse_window,window_len,active_idx,candidate_best_idx,gain_vs_incumbent,switched,selection_mode,policy_window,policy_decay
240,svr_dynamic_fi,1,0.1110087673403819,1,4,4,0.0,True,decayed_best,24,0.97
240,svr_dynamic_fi,2,0.1045176103649785,1,4,4,0.0,True,decayed_best,24,0.97
240,svr_dynamic_fi,3,0.20879569098830475,1,4,4,0.0,True,decayed_best,24,0.97
240,svr_dynamic_fi,4,0.03959356278090087,1,4,4,0.6433294078521145,True,decayed_best,24,0.97
240,svr_dynamic_fi,5,0.18546346026939253,1,4,4,0.0,True,decayed_best,24,0.97
241,svr_dynamic_fi,1,0.10228591832865827,2,2,2,0.0,True,decayed_best,24,0.97
241,svr_dynamic_fi,2,0.09478094320021184,2,2,2,0.16346366330448203,True,decayed_best,24,0.97
241,svr_dynamic_fi,3,0.2924944254085924,2,2,2,0.0,True,decayed_best,24,0.97
241,svr_dynamic_fi,4,0.11330164517971221,2,2,2,0.0,True,decayed_best,24,0.97
241,svr_dynamic_fi,5,0.2695777215543327,2,2,2,0.0,True,decayed_best,24,0.97
242,svr_dynamic_fi,1,0.4442167251241184,3,5,5,0.0,True,decayed_best,24,0.97
242,svr_dynamic_fi,2,0.4403427540010371,3,5,5,0.0,True,decayed_best,24,0.97
242,svr_dynamic_fi,3,0.4213908117159663,3,5,5,0.0,True,decayed_best,24,0.97
242,svr_dynamic_fi,4,0.43648245265521257,3,5,5,0.0,True,decayed_best,24,0.97
242,svr_dynamic_fi,5,0.4026195359929576,3,5,5,0.08566785229305873,True,decayed_best,24,0.97
243,svr_dynamic_fi,1,0.9024431239166779,4,1,1,0.11813440860313573,True,decayed_best,24,0.97
243,svr_dynamic_fi,2,0.9051994764969972,4,1,1,0.0,True,decayed_best,24,0.97
243,svr_dynamic_fi,3,1.0188613377863995,4,1,1,0.0,True,decayed_best,24,0.97
243,svr_dynamic_fi,4,0.9182586811555413,4,1,1,0.0,True,decayed_best,24,0.97
243,svr_dynamic_fi,5,1.02333409163546,4,1,1,0.0,True,decayed_best,24,0.97
244,svr_dynamic_fi,1,1.5199020122185105,5,2,2,0.0,True,decayed_best,24,0.97
244,svr_dynamic_fi,2,1.5188598371010402,5,2,2,0.0006856857278246808,True,decayed_best,24,0.97
