config_id,rmse_overall,model
1,2.3786882221223262,gpr_dynamic_fi
2,2.3786882221223262,gpr_dynamic_fi
3,2.3738501369632425,gpr_dynamic_fi
4,2.3738501369632425,gpr_dynamic_fi
5,2.4484099522716267,gpr_dynamic_fi
