block,model,config_id,config_global_id,rmse,n_oos,train_end,oos_start,oos_end
block1,elastic_net_without_target_700,673,672,2.251200761197258,20,180,181,200
block1,elastic_net_without_target_700,674,673,2.7167518976811893,20,180,181,200
block1,elastic_net_without_target_700,675,674,2.392134890915784,20,180,181,200
block1,elastic_net_without_target_700,676,675,1.2723346651002587,20,180,181,200
block1,elastic_net_without_target_700,677,676,1.0221682427054573,20,180,181,200
block1,elastic_net_without_target_700,678,677,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,679,678,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,680,679,2.368475272469207,20,180,181,200
block1,elastic_net_without_target_700,681,680,2.764008212805783,20,180,181,200
block1,elastic_net_without_target_700,682,681,2.2810534005548075,20,180,181,200
block1,elastic_net_without_target_700,683,682,1.0718240828944794,20,180,181,200
block1,elastic_net_without_target_700,684,683,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,685,684,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,686,685,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,687,686,2.5388998816095762,20,180,181,200
block1,elastic_net_without_target_700,688,687,2.9433958887456146,20,180,181,200
block1,elastic_net_without_target_700,689,688,2.1684443600549157,20,180,181,200
block1,elastic_net_without_target_700,690,689,1.0185568378521932,20,180,181,200
block1,elastic_net_without_target_700,691,690,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,692,691,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,693,692,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,694,693,2.6887717522468457,20,180,181,200
block1,elastic_net_without_target_700,695,694,3.0479723972547696,20,180,181,200
block1,elastic_net_without_target_700,696,695,2.2322893789636757,20,180,181,200
block1,elastic_net_without_target_700,697,696,1.0421139964062067,20,180,181,200
block1,elastic_net_without_target_700,698,697,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,699,698,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,700,699,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,701,700,1.1010636289104438,20,180,181,200
block1,elastic_net_without_target_700,702,701,1.1008742507136617,20,180,181,200
block1,elastic_net_without_target_700,703,702,1.0990150679291315,20,180,181,200
block1,elastic_net_without_target_700,704,703,1.0834578192056465,20,180,181,200
block1,elastic_net_without_target_700,705,704,1.0451378785981404,20,180,181,200
block1,elastic_net_without_target_700,706,705,1.0774137818770355,20,180,181,200
block1,elastic_net_without_target_700,707,706,1.0918733971243275,20,180,181,200
block1,elastic_net_without_target_700,708,707,1.1009996689288761,20,180,181,200
block1,elastic_net_without_target_700,709,708,1.1002359839214455,20,180,181,200
block1,elastic_net_without_target_700,710,709,1.0927649537501025,20,180,181,200
block1,elastic_net_without_target_700,711,710,1.0310979456306089,20,180,181,200
block1,elastic_net_without_target_700,712,711,1.0775532984128582,20,180,181,200
block1,elastic_net_without_target_700,713,712,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,714,713,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,715,714,1.1009357209694943,20,180,181,200
block1,elastic_net_without_target_700,716,715,1.0995989222166098,20,180,181,200
block1,elastic_net_without_target_700,717,716,1.0866381771129945,20,180,181,200
block1,elastic_net_without_target_700,718,717,1.0116054799391274,20,180,181,200
block1,elastic_net_without_target_700,719,718,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,720,719,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,721,720,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,722,721,1.1008717850369942,20,180,181,200
block1,elastic_net_without_target_700,723,722,1.0989630702989062,20,180,181,200
block1,elastic_net_without_target_700,724,723,1.0806394718067471,20,180,181,200
block1,elastic_net_without_target_700,725,724,0.9975721194183792,20,180,181,200
block1,elastic_net_without_target_700,726,725,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,727,726,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,728,727,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,729,728,1.1008078611360725,20,180,181,200
block1,elastic_net_without_target_700,730,729,1.0983284328790086,20,180,181,200
block1,elastic_net_without_target_700,731,730,1.0747736736235929,20,180,181,200
block1,elastic_net_without_target_700,732,731,0.9915589886575384,20,180,181,200
block1,elastic_net_without_target_700,733,732,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,734,733,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,735,734,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,736,735,1.2004291382774541,20,180,181,200
block1,elastic_net_without_target_700,737,736,1.2000193044278475,20,180,181,200
block1,elastic_net_without_target_700,738,737,1.196007904526236,20,180,181,200
block1,elastic_net_without_target_700,739,738,1.1630324191385064,20,180,181,200
block1,elastic_net_without_target_700,740,739,1.064047608206879,20,180,181,200
block1,elastic_net_without_target_700,741,740,1.060468525633277,20,180,181,200
block1,elastic_net_without_target_700,742,741,1.0745948603288011,20,180,181,200
block1,elastic_net_without_target_700,743,742,1.2003073225314052,20,180,181,200
block1,elastic_net_without_target_700,744,743,1.1988035672610293,20,180,181,200
block1,elastic_net_without_target_700,745,744,1.1841372857418682,20,180,181,200
block1,elastic_net_without_target_700,746,745,1.0786324100053202,20,180,181,200
block1,elastic_net_without_target_700,747,746,1.043264423800404,20,180,181,200
block1,elastic_net_without_target_700,748,747,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,749,748,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,750,749,1.200184754618291,20,180,181,200
block1,elastic_net_without_target_700,751,750,1.1975882048652111,20,180,181,200
block1,elastic_net_without_target_700,752,751,1.1724268512784628,20,180,181,200
block1,elastic_net_without_target_700,753,752,1.0291720266440025,20,180,181,200
block1,elastic_net_without_target_700,754,753,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,755,754,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,756,755,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,757,756,1.2000630574047377,20,180,181,200
block1,elastic_net_without_target_700,758,757,1.1963768210950105,20,180,181,200
block1,elastic_net_without_target_700,759,758,1.160804724504101,20,180,181,200
block1,elastic_net_without_target_700,760,759,1.0075460805957406,20,180,181,200
block1,elastic_net_without_target_700,761,760,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,762,761,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,763,762,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,764,763,1.199941374816399,20,180,181,200
block1,elastic_net_without_target_700,765,764,1.1951669301244197,20,180,181,200
block1,elastic_net_without_target_700,766,765,1.1489434916475534,20,180,181,200
block1,elastic_net_without_target_700,767,766,1.0002338596113767,20,180,181,200
block1,elastic_net_without_target_700,768,767,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,769,768,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,770,769,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,771,770,1.846709502737628,20,180,181,200
block1,elastic_net_without_target_700,772,771,1.8453214004923348,20,180,181,200
block1,elastic_net_without_target_700,773,772,1.8316027803022024,20,180,181,200
block1,elastic_net_without_target_700,774,773,1.7091408897565568,20,180,181,200
block1,elastic_net_without_target_700,775,774,1.1963164842621452,20,180,181,200
block1,elastic_net_without_target_700,776,775,1.0532398027716554,20,180,181,200
block1,elastic_net_without_target_700,777,776,1.0881812187986077,20,180,181,200
block1,elastic_net_without_target_700,778,777,1.8465094219233495,20,180,181,200
block1,elastic_net_without_target_700,779,778,1.8433247360813594,20,180,181,200
block1,elastic_net_without_target_700,780,779,1.8116934414012416,20,180,181,200
block1,elastic_net_without_target_700,781,780,1.545345265332899,20,180,181,200
block1,elastic_net_without_target_700,782,781,1.0657033423091595,20,180,181,200
block1,elastic_net_without_target_700,783,782,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,784,783,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,785,784,1.8463093811269424,20,180,181,200
block1,elastic_net_without_target_700,786,785,1.8413320933896553,20,180,181,200
block1,elastic_net_without_target_700,787,786,1.7903363477283518,20,180,181,200
block1,elastic_net_without_target_700,788,787,1.4367774150048211,20,180,181,200
block1,elastic_net_without_target_700,789,788,1.0832363563249865,20,180,181,200
block1,elastic_net_without_target_700,790,789,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,791,790,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,792,791,1.8461093803714228,20,180,181,200
block1,elastic_net_without_target_700,793,792,1.8393434955274421,20,180,181,200
block1,elastic_net_without_target_700,794,793,1.769822406152922,20,180,181,200
block1,elastic_net_without_target_700,795,794,1.3442176280147564,20,180,181,200
block1,elastic_net_without_target_700,796,795,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,797,796,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,798,797,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,799,798,1.8459094196798145,20,180,181,200
block1,elastic_net_without_target_700,800,799,1.8373589656938274,20,180,181,200
block1,elastic_net_without_target_700,801,800,1.7502983616369163,20,180,181,200
block1,elastic_net_without_target_700,802,801,1.2707714083503459,20,180,181,200
block1,elastic_net_without_target_700,803,802,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,804,803,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,805,804,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,806,805,1.8469037046043397,20,180,181,200
block1,elastic_net_without_target_700,807,806,1.845209344899507,20,180,181,200
block1,elastic_net_without_target_700,808,807,1.8286328692935596,20,180,181,200
block1,elastic_net_without_target_700,809,808,1.6849318276466092,20,180,181,200
block1,elastic_net_without_target_700,810,809,1.1613635442052601,20,180,181,200
block1,elastic_net_without_target_700,811,810,1.0440646814648624,20,180,181,200
block1,elastic_net_without_target_700,812,811,1.0722863347250384,20,180,181,200
block1,elastic_net_without_target_700,813,812,1.8466252868294561,20,180,181,200
block1,elastic_net_without_target_700,814,813,1.8424451029081357,20,180,181,200
block1,elastic_net_without_target_700,815,814,1.8009067599349107,20,180,181,200
block1,elastic_net_without_target_700,816,815,1.5055496830480022,20,180,181,200
block1,elastic_net_without_target_700,817,816,1.0509759572988646,20,180,181,200
block1,elastic_net_without_target_700,818,817,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,819,818,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,820,819,1.84634695369781,20,180,181,200
block1,elastic_net_without_target_700,821,820,1.8397930394495396,20,180,181,200
block1,elastic_net_without_target_700,822,821,1.7736424047226516,20,180,181,200
block1,elastic_net_without_target_700,823,822,1.394798233349921,20,180,181,200
block1,elastic_net_without_target_700,824,823,1.0523786363794145,20,180,181,200
block1,elastic_net_without_target_700,825,824,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,826,825,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,827,826,1.8460687052769178,20,180,181,200
block1,elastic_net_without_target_700,828,827,1.8370325544894948,20,180,181,200
block1,elastic_net_without_target_700,829,828,1.74834005913011,20,180,181,200
block1,elastic_net_without_target_700,830,829,1.299487380562285,20,180,181,200
block1,elastic_net_without_target_700,831,830,1.0686315057488187,20,180,181,200
block1,elastic_net_without_target_700,832,831,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,833,832,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,834,833,1.845790541634328,20,180,181,200
block1,elastic_net_without_target_700,835,834,1.8342807341009988,20,180,181,200
block1,elastic_net_without_target_700,836,835,1.7254902304634288,20,180,181,200
block1,elastic_net_without_target_700,837,836,1.2254302190419577,20,180,181,200
block1,elastic_net_without_target_700,838,837,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,839,838,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,840,839,1.0767655669666252,20,180,181,200
