block,model,config_id,config_global_id,rmse,n_oos,train_end,oos_start,oos_end
block1,elastic_net_without_target_700,1,0,2.334243544346356,20,180,181,200
block1,elastic_net_without_target_700,2,1,1.966319758668081,20,180,181,200
block1,elastic_net_without_target_700,3,2,1.9151306133816342,20,180,181,200
block1,elastic_net_without_target_700,4,3,1.7201311729675053,20,180,181,200
block1,elastic_net_without_target_700,5,4,1.2949425293167158,20,180,181,200
block1,elastic_net_without_target_700,6,5,1.0494564836763234,20,180,181,200
block1,elastic_net_without_target_700,7,6,1.0110388180234033,20,180,181,200
block1,elastic_net_without_target_700,8,7,2.066980824107968,20,180,181,200
block1,elastic_net_without_target_700,9,8,1.9426819681753102,20,180,181,200
block1,elastic_net_without_target_700,10,9,1.8521359438110911,20,180,181,200
block1,elastic_net_without_target_700,11,10,1.4968243834058557,20,180,181,200
block1,elastic_net_without_target_700,12,11,1.0293186300031438,20,180,181,200
block1,elastic_net_without_target_700,13,12,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,14,13,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,15,14,1.9983866259244805,20,180,181,200
block1,elastic_net_without_target_700,16,15,1.901846026540617,20,180,181,200
block1,elastic_net_without_target_700,17,16,1.7669382484430376,20,180,181,200
block1,elastic_net_without_target_700,18,17,1.4242344098312099,20,180,181,200
block1,elastic_net_without_target_700,19,18,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,20,19,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,21,20,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,22,21,1.9920557519861568,20,180,181,200
block1,elastic_net_without_target_700,23,22,1.9588719383861755,20,180,181,200
block1,elastic_net_without_target_700,24,23,1.7194201010503891,20,180,181,200
block1,elastic_net_without_target_700,25,24,1.3739388852292307,20,180,181,200
block1,elastic_net_without_target_700,26,25,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,27,26,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,28,27,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,29,28,1.9745142175956454,20,180,181,200
block1,elastic_net_without_target_700,30,29,1.9514347895978978,20,180,181,200
block1,elastic_net_without_target_700,31,30,1.688051658260504,20,180,181,200
block1,elastic_net_without_target_700,32,31,1.282401890250377,20,180,181,200
block1,elastic_net_without_target_700,33,32,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,34,33,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,35,34,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,36,35,2.3572724658435322,20,180,181,200
block1,elastic_net_without_target_700,37,36,1.9595019441027335,20,180,181,200
block1,elastic_net_without_target_700,38,37,1.9027260667573707,20,180,181,200
block1,elastic_net_without_target_700,39,38,1.6592211114835262,20,180,181,200
block1,elastic_net_without_target_700,40,39,1.213935081135716,20,180,181,200
block1,elastic_net_without_target_700,41,40,1.0329726837577389,20,180,181,200
block1,elastic_net_without_target_700,42,41,1.0091946274185335,20,180,181,200
block1,elastic_net_without_target_700,43,42,2.0713663289349684,20,180,181,200
block1,elastic_net_without_target_700,44,43,1.9280851251436602,20,180,181,200
block1,elastic_net_without_target_700,45,44,1.815000613904769,20,180,181,200
block1,elastic_net_without_target_700,46,45,1.4970372766919893,20,180,181,200
block1,elastic_net_without_target_700,47,46,1.022298505627834,20,180,181,200
block1,elastic_net_without_target_700,48,47,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,49,48,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,50,49,2.046431717235507,20,180,181,200
block1,elastic_net_without_target_700,51,50,1.88193247125986,20,180,181,200
block1,elastic_net_without_target_700,52,51,1.72654335361013,20,180,181,200
block1,elastic_net_without_target_700,53,52,1.3619594047155466,20,180,181,200
block1,elastic_net_without_target_700,54,53,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,55,54,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,56,55,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,57,56,2.0400321837105357,20,180,181,200
block1,elastic_net_without_target_700,58,57,1.924780629441266,20,180,181,200
block1,elastic_net_without_target_700,59,58,1.683578953578369,20,180,181,200
block1,elastic_net_without_target_700,60,59,1.3072492915601661,20,180,181,200
block1,elastic_net_without_target_700,61,60,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,62,61,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,63,62,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,64,63,2.017272380958922,20,180,181,200
block1,elastic_net_without_target_700,65,64,1.8860517633590899,20,180,181,200
block1,elastic_net_without_target_700,66,65,1.7075361737146493,20,180,181,200
block1,elastic_net_without_target_700,67,66,1.2405359997168972,20,180,181,200
block1,elastic_net_without_target_700,68,67,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,69,68,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,70,69,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,71,70,1.1243883600482414,20,180,181,200
block1,elastic_net_without_target_700,72,71,1.1242440236194948,20,180,181,200
block1,elastic_net_without_target_700,73,72,1.1228252080958845,20,180,181,200
block1,elastic_net_without_target_700,74,73,1.1107932252818669,20,180,181,200
block1,elastic_net_without_target_700,75,74,1.0756323469115485,20,180,181,200
block1,elastic_net_without_target_700,76,75,1.0855134208484847,20,180,181,200
block1,elastic_net_without_target_700,77,76,1.0928036190931547,20,180,181,200
block1,elastic_net_without_target_700,78,77,1.1243753390374984,20,180,181,200
block1,elastic_net_without_target_700,79,78,1.1241132984138178,20,180,181,200
block1,elastic_net_without_target_700,80,79,1.1212869407526809,20,180,181,200
block1,elastic_net_without_target_700,81,80,1.0957363893274918,20,180,181,200
block1,elastic_net_without_target_700,82,81,1.0678591976597713,20,180,181,200
block1,elastic_net_without_target_700,83,82,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,84,83,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,85,84,1.1243623221975534,20,180,181,200
block1,elastic_net_without_target_700,86,85,1.1239821561984396,20,180,181,200
block1,elastic_net_without_target_700,87,86,1.119333421804254,20,180,181,200
block1,elastic_net_without_target_700,88,87,1.089161018596965,20,180,181,200
block1,elastic_net_without_target_700,89,88,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,90,89,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,91,90,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,92,91,1.1243493095292483,20,180,181,200
block1,elastic_net_without_target_700,93,92,1.1238514943272866,20,180,181,200
block1,elastic_net_without_target_700,94,93,1.1173983434141799,20,180,181,200
block1,elastic_net_without_target_700,95,94,1.0793618398595275,20,180,181,200
block1,elastic_net_without_target_700,96,95,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,97,96,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,98,97,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,99,98,1.1243363010334246,20,180,181,200
block1,elastic_net_without_target_700,100,99,1.1237213137607593,20,180,181,200
block1,elastic_net_without_target_700,101,100,1.1154822039347014,20,180,181,200
block1,elastic_net_without_target_700,102,101,1.0636762046166683,20,180,181,200
block1,elastic_net_without_target_700,103,102,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,104,103,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,105,104,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,106,105,1.104874256815543,20,180,181,200
block1,elastic_net_without_target_700,107,106,1.1047977526315362,20,180,181,200
block1,elastic_net_without_target_700,108,107,1.1040413142752215,20,180,181,200
block1,elastic_net_without_target_700,109,108,1.097242167278267,20,180,181,200
block1,elastic_net_without_target_700,110,109,1.068419000141622,20,180,181,200
block1,elastic_net_without_target_700,111,110,1.068607088101905,20,180,181,200
block1,elastic_net_without_target_700,112,111,1.0756690082859683,20,180,181,200
block1,elastic_net_without_target_700,113,112,1.1048417381039786,20,180,181,200
block1,elastic_net_without_target_700,114,113,1.1044749547240738,20,180,181,200
block1,elastic_net_without_target_700,115,114,1.1008290099076925,20,180,181,200
block1,elastic_net_without_target_700,116,115,1.0750873904013392,20,180,181,200
block1,elastic_net_without_target_700,117,116,1.0821739631555705,20,180,181,200
block1,elastic_net_without_target_700,118,117,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,119,118,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,120,119,1.1048088520560977,20,180,181,200
block1,elastic_net_without_target_700,121,120,1.1041468478438208,20,180,181,200
block1,elastic_net_without_target_700,122,121,1.0976226234869166,20,180,181,200
block1,elastic_net_without_target_700,123,122,1.0773426470631602,20,180,181,200
block1,elastic_net_without_target_700,124,123,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,125,124,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,126,125,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,127,126,1.1047766229574925,20,180,181,200
block1,elastic_net_without_target_700,128,127,1.103818977056034,20,180,181,200
block1,elastic_net_without_target_700,129,128,1.0944415224747595,20,180,181,200
block1,elastic_net_without_target_700,130,129,1.0745530755997796,20,180,181,200
block1,elastic_net_without_target_700,131,130,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,132,131,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,133,132,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,134,133,1.104743741780923,20,180,181,200
block1,elastic_net_without_target_700,135,134,1.1034913434026616,20,180,181,200
block1,elastic_net_without_target_700,136,135,1.091286720740553,20,180,181,200
block1,elastic_net_without_target_700,137,136,1.0685574526377108,20,180,181,200
block1,elastic_net_without_target_700,138,137,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,139,138,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,140,139,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,141,140,1.9465258670552799,20,180,181,200
block1,elastic_net_without_target_700,142,141,1.945180356916006,20,180,181,200
block1,elastic_net_without_target_700,143,142,1.931879610618731,20,180,181,200
block1,elastic_net_without_target_700,144,143,1.812857890070169,20,180,181,200
block1,elastic_net_without_target_700,145,144,1.297782864258328,20,180,181,200
block1,elastic_net_without_target_700,146,145,1.079263367013103,20,180,181,200
block1,elastic_net_without_target_700,147,146,1.0910485455461008,20,180,181,200
block1,elastic_net_without_target_700,148,147,1.9463667227976555,20,180,181,200
block1,elastic_net_without_target_700,149,148,1.9435910143628117,20,180,181,200
block1,elastic_net_without_target_700,150,149,1.9161177697928002,20,180,181,200
block1,elastic_net_without_target_700,151,150,1.6876277383727418,20,180,181,200
block1,elastic_net_without_target_700,152,151,1.1263946206371276,20,180,181,200
block1,elastic_net_without_target_700,153,152,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,154,153,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,155,154,1.946207589480294,20,180,181,200
block1,elastic_net_without_target_700,156,155,1.9420027725473634,20,180,181,200
block1,elastic_net_without_target_700,157,156,1.9001933036216232,20,180,181,200
block1,elastic_net_without_target_700,158,157,1.591040942303103,20,180,181,200
block1,elastic_net_without_target_700,159,158,1.1234154988796334,20,180,181,200
block1,elastic_net_without_target_700,160,159,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,161,160,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,162,161,1.946048467110067,20,180,181,200
block1,elastic_net_without_target_700,163,162,1.9404156383741553,20,180,181,200
block1,elastic_net_without_target_700,164,163,1.8847085426059458,20,180,181,200
block1,elastic_net_without_target_700,165,164,1.5216409409003664,20,180,181,200
block1,elastic_net_without_target_700,166,165,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,167,166,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,168,167,1.0938120688922108,20,180,181,200
