block,model,config_id,config_global_id,rmse,n_oos,train_end,oos_start,oos_end
block1,elastic_net_without_target_700,169,168,1.945889355693853,20,180,181,200
block1,elastic_net_without_target_700,170,169,1.938829618775005,20,180,181,200
block1,elastic_net_without_target_700,171,170,1.8699629885199025,20,180,181,200
block1,elastic_net_without_target_700,172,171,1.4633244635216467,20,180,181,200
block1,elastic_net_without_target_700,173,172,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,174,173,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,175,174,1.0938120688922108,20,180,181,200
block1,elastic_net_without_target_700,176,175,1.9465341320869274,20,180,181,200
block1,elastic_net_without_target_700,177,176,1.94514184604432,20,180,181,200
block1,elastic_net_without_target_700,178,177,1.9313911122937573,20,180,181,200
block1,elastic_net_without_target_700,179,178,1.8089630092670441,20,180,181,200
block1,elastic_net_without_target_700,180,179,1.2877023474502312,20,180,181,200
block1,elastic_net_without_target_700,181,180,1.0622005637331646,20,180,181,200
block1,elastic_net_without_target_700,182,181,1.073882881769934,20,180,181,200
block1,elastic_net_without_target_700,183,182,1.946345749796829,20,180,181,200
block1,elastic_net_without_target_700,184,183,1.9432613571125974,20,180,181,200
block1,elastic_net_without_target_700,185,184,1.9127710551258772,20,180,181,200
block1,elastic_net_without_target_700,186,185,1.6762069801230233,20,180,181,200
block1,elastic_net_without_target_700,187,186,1.1135048667668455,20,180,181,200
block1,elastic_net_without_target_700,188,187,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,189,188,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,190,189,1.9461573798656784,20,180,181,200
block1,elastic_net_without_target_700,191,190,1.941381658800947,20,180,181,200
block1,elastic_net_without_target_700,192,191,1.894385997777242,20,180,181,200
block1,elastic_net_without_target_700,193,192,1.58195767465454,20,180,181,200
block1,elastic_net_without_target_700,194,193,1.0856409553638706,20,180,181,200
block1,elastic_net_without_target_700,195,194,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,196,195,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,197,196,1.9459690222862442,20,180,181,200
block1,elastic_net_without_target_700,198,197,1.9395032164257928,20,180,181,200
block1,elastic_net_without_target_700,199,198,1.8777731791366334,20,180,181,200
block1,elastic_net_without_target_700,200,199,1.5112023848614828,20,180,181,200
block1,elastic_net_without_target_700,201,200,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,202,201,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,203,202,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,204,203,1.9457806770857167,20,180,181,200
block1,elastic_net_without_target_700,205,204,1.9376260294310064,20,180,181,200
block1,elastic_net_without_target_700,206,205,1.8627672359076253,20,180,181,200
block1,elastic_net_without_target_700,207,206,1.4624381310853587,20,180,181,200
block1,elastic_net_without_target_700,208,207,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,209,208,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,210,209,1.0767655669666252,20,180,181,200
block1,elastic_net_without_target_700,211,210,1.7159371424188363,20,180,181,200
block1,elastic_net_without_target_700,212,211,1.7526284998924744,20,180,181,200
block1,elastic_net_without_target_700,213,212,1.7865892470982654,20,180,181,200
block1,elastic_net_without_target_700,214,213,1.6549549266520662,20,180,181,200
block1,elastic_net_without_target_700,215,214,1.3222747549860518,20,180,181,200
block1,elastic_net_without_target_700,216,215,1.0649382729133174,20,180,181,200
block1,elastic_net_without_target_700,217,216,1.008427969262302,20,180,181,200
