config_id,rmse_overall,model
1,1.7010954836126497,lightgbm_with_target_mac
2,1.6997376053678588,lightgbm_with_target_mac
3,1.7010954836126497,lightgbm_with_target_mac
4,1.6997376053678588,lightgbm_with_target_mac
5,1.6997376053678588,lightgbm_with_target_mac
