config_id,rmse_overall,model
1,1.857221409018693,lightgbm_dummy
2,1.8557119608106372,lightgbm_dummy
3,1.854968056754021,lightgbm_dummy
4,1.8557128156491318,lightgbm_dummy
5,1.8557119608106372,lightgbm_dummy
