config_id,rmse_overall,model
1,2.3378411388753855,svr_without_target
2,2.3404933406457835,svr_without_target
3,2.3422881312237327,svr_without_target
4,2.344471458631162,svr_without_target
5,2.436837459727999,svr_without_target
